Tipo de jornada;Grupo de edad;Decil;Periodo;Total
Jornada a tiempo parcial;De 25 a 34 años;1;2019;543,43
Jornada a tiempo parcial;De 25 a 34 años;1;2018;482,3
Jornada a tiempo parcial;De 25 a 34 años;1;2017;461,2
Jornada a tiempo parcial;De 25 a 34 años;1;2016;469,95
Jornada a tiempo parcial;De 25 a 34 años;1;2015;427,27
Jornada a tiempo parcial;De 25 a 34 años;1;2014;414,83
Jornada a tiempo parcial;De 25 a 34 años;1;2013;405,62
Jornada a tiempo parcial;De 25 a 34 años;1;2012;420,58
Jornada a tiempo parcial;De 25 a 34 años;1;2011;465,25
Jornada a tiempo parcial;De 25 a 34 años;1;2010;474,44
Jornada a tiempo parcial;De 25 a 34 años;1;2009;498,89
Jornada a tiempo parcial;De 25 a 34 años;1;2008;483,92
Jornada a tiempo parcial;De 25 a 34 años;1;2007;472,37
Jornada a tiempo parcial;De 25 a 34 años;1;2006;465,34
Jornada a tiempo parcial;De 25 a 34 años;2;2023;1.134,97
Jornada a tiempo parcial;De 25 a 34 años;2;2022;1.069,46
Jornada a tiempo parcial;De 25 a 34 años;2;2021;984,6
Jornada a tiempo parcial;De 25 a 34 años;2;2020;949,13
Jornada a tiempo parcial;De 25 a 34 años;2;2019;952,18
Jornada a tiempo parcial;De 25 a 34 años;2;2018;872,7
Jornada a tiempo parcial;De 25 a 34 años;2;2017;842,03
Jornada a tiempo parcial;De 25 a 34 años;2;2016;826,55
Jornada a tiempo parcial;De 25 a 34 años;2;2015;808,94
Jornada a tiempo parcial;De 25 a 34 años;2;2014;793,28
Jornada a tiempo parcial;De 25 a 34 años;2;2013;781,05
Jornada a tiempo parcial;De 25 a 34 años;2;2012;805,02
Jornada a tiempo parcial;De 25 a 34 años;2;2011;828,29
Jornada a tiempo parcial;De 25 a 34 años;2;2010;858,93
Jornada a tiempo parcial;De 25 a 34 años;2;2009;838,08
Jornada a tiempo parcial;De 25 a 34 años;2;2008;856,21
Jornada a tiempo parcial;De 25 a 34 años;2;2007;819,13
Jornada a tiempo parcial;De 25 a 34 años;2;2006;769,71
Jornada a tiempo parcial;De 25 a 34 años;3;2023;1.423,63
Jornada a tiempo parcial;De 25 a 34 años;3;2022;1.338,1
Jornada a tiempo parcial;De 25 a 34 años;3;2021;1.240,34
Jornada a tiempo parcial;De 25 a 34 años;3;2020;1.224,34
Jornada a tiempo parcial;De 25 a 34 años;3;2019;1.213,76
Jornada a tiempo parcial;De 25 a 34 años;3;2018;1.137,98
Jornada a tiempo parcial;De 25 a 34 años;3;2017;1.114
Jornada a tiempo parcial;De 25 a 34 años;3;2016;1.099,43
Jornada a tiempo parcial;De 25 a 34 años;3;2015;1.085,95
Jornada a tiempo parcial;De 25 a 34 años;3;2014;1.081,44
Jornada a tiempo parcial;De 25 a 34 años;3;2013;1.080,84
Jornada a tiempo parcial;De 25 a 34 años;3;2012;1.117,3
Jornada a tiempo parcial;De 25 a 34 años;3;2011;1.118,29
Jornada a tiempo parcial;De 25 a 34 años;3;2010;1.129,38
Jornada a tiempo parcial;De 25 a 34 años;3;2009;1.124,97
Jornada a tiempo parcial;De 25 a 34 años;3;2008;1.121,37
Jornada a tiempo parcial;De 25 a 34 años;3;2007;1.027,43
Jornada a tiempo parcial;De 25 a 34 años;3;2006;996,59
Jornada a tiempo parcial;De 25 a 34 años;4;2023;1.634,45
Jornada a tiempo parcial;De 25 a 34 años;4;2022;1.510,34
Jornada a tiempo parcial;De 25 a 34 años;4;2021;1.460,53
Jornada a tiempo parcial;De 25 a 34 años;4;2020;1.426,95
Jornada a tiempo parcial;De 25 a 34 años;4;2019;1.420,42
Jornada a tiempo parcial;De 25 a 34 años;4;2018;1.354,37
Jornada a tiempo parcial;De 25 a 34 años;4;2017;1.313,3
Jornada a tiempo parcial;De 25 a 34 años;4;2016;1.318,05
Jornada a tiempo parcial;De 25 a 34 años;4;2015;1.304,06
Jornada a tiempo parcial;De 25 a 34 años;4;2014;1.308,22
Jornada a tiempo parcial;De 25 a 34 años;4;2013;1.309,76
Jornada a tiempo parcial;De 25 a 34 años;4;2012;1.311,54
Jornada a tiempo parcial;De 25 a 34 años;4;2011;1.292,08
Jornada a tiempo parcial;De 25 a 34 años;4;2010;1.302,66
Jornada a tiempo parcial;De 25 a 34 años;4;2009;1.283,41
Jornada a tiempo parcial;De 25 a 34 años;4;2008;1.244,88
Jornada a tiempo parcial;De 25 a 34 años;4;2007;1.205,17
Jornada a tiempo parcial;De 25 a 34 años;4;2006;1.131,66
Jornada a tiempo parcial;De 25 a 34 años;5;2023;1.828,34
Jornada a tiempo parcial;De 25 a 34 años;5;2022;1.753,63
Jornada a tiempo parcial;De 25 a 34 años;5;2021;1.675,66
Jornada a tiempo parcial;De 25 a 34 años;5;2020;1.628,07
Jornada a tiempo parcial;De 25 a 34 años;5;2019;1.566,32
Jornada a tiempo parcial;De 25 a 34 años;5;2018;1.544,38
Jornada a tiempo parcial;De 25 a 34 años;5;2017;1.467,19
Jornada a tiempo parcial;De 25 a 34 años;5;2016;1.525,74
Jornada a tiempo parcial;De 25 a 34 años;5;2015;1.516,57
Jornada a tiempo parcial;De 25 a 34 años;5;2014;1.493,62
Jornada a tiempo parcial;De 25 a 34 años;5;2013;1.522,01
Jornada a tiempo parcial;De 25 a 34 años;5;2012;1.472,21
Jornada a tiempo parcial;De 25 a 34 años;5;2011;1.480,12
Jornada a tiempo parcial;De 25 a 34 años;5;2010;1.484,71
Jornada a tiempo parcial;De 25 a 34 años;5;2009;1.417,24
Jornada a tiempo parcial;De 25 a 34 años;5;2008;1.397,26
Jornada a tiempo parcial;De 25 a 34 años;5;2007;1.331,59
Jornada a tiempo parcial;De 25 a 34 años;5;2006;1.279,03
Jornada a tiempo parcial;De 25 a 34 años;6;2023;2.019,23
Jornada a tiempo parcial;De 25 a 34 años;6;2022;1.890,11
Jornada a tiempo parcial;De 25 a 34 años;6;2021;1.837,28
Jornada a tiempo parcial;De 25 a 34 años;6;2020;1.864,43
Jornada a tiempo parcial;De 25 a 34 años;6;2019;1.807
Jornada a tiempo parcial;De 25 a 34 años;6;2018;1.775,39
Jornada a tiempo parcial;De 25 a 34 años;6;2017;1.665,8
Jornada a tiempo parcial;De 25 a 34 años;6;2016;1.725,37
Jornada a tiempo parcial;De 25 a 34 años;6;2015;1.663,51
Jornada a tiempo parcial;De 25 a 34 años;6;2014;1.682,1
Jornada a tiempo parcial;De 25 a 34 años;6;2013;1.762,17
Jornada a tiempo parcial;De 25 a 34 años;6;2012;1.665,9
Jornada a tiempo parcial;De 25 a 34 años;6;2011;1.678,33
Jornada a tiempo parcial;De 25 a 34 años;6;2010;1.666,25
Jornada a tiempo parcial;De 25 a 34 años;6;2009;1.614,36
Jornada a tiempo parcial;De 25 a 34 años;6;2008;1.555,02
Jornada a tiempo parcial;De 25 a 34 años;6;2007;1.474,62
Jornada a tiempo parcial;De 25 a 34 años;6;2006;1.427,61
Jornada a tiempo parcial;De 25 a 34 años;7;2023;2.316,54
Jornada a tiempo parcial;De 25 a 34 años;7;2022;2.216,97
Jornada a tiempo parcial;De 25 a 34 años;7;2021;2.104,74
Jornada a tiempo parcial;De 25 a 34 años;7;2020;2.110,59
Jornada a tiempo parcial;De 25 a 34 años;7;2019;2.030,64
Jornada a tiempo parcial;De 25 a 34 años;7;2018;1.957,06
Jornada a tiempo parcial;De 25 a 34 años;7;2017;1.972,4
Jornada a tiempo parcial;De 25 a 34 años;7;2016;2.019,82
Jornada a tiempo parcial;De 25 a 34 años;7;2015;1.942,37
Jornada a tiempo parcial;De 25 a 34 años;7;2014;1.911,69
Jornada a tiempo parcial;De 25 a 34 años;7;2013;1.935,5
Jornada a tiempo parcial;De 25 a 34 años;7;2012;1.908,83
Jornada a tiempo parcial;De 25 a 34 años;7;2011;1.933,34
Jornada a tiempo parcial;De 25 a 34 años;7;2010;1.961,5
Jornada a tiempo parcial;De 25 a 34 años;7;2009;1.831,07
Jornada a tiempo parcial;De 25 a 34 años;7;2008;1.842,32
Jornada a tiempo parcial;De 25 a 34 años;7;2007;1.753,34
Jornada a tiempo parcial;De 25 a 34 años;7;2006;1.692,66
Jornada a tiempo parcial;De 25 a 34 años;8;2023;2.838,09
Jornada a tiempo parcial;De 25 a 34 años;8;2022;2.521,41
Jornada a tiempo parcial;De 25 a 34 años;8;2021;2.515,03
Jornada a tiempo parcial;De 25 a 34 años;8;2020;2.596,32
Jornada a tiempo parcial;De 25 a 34 años;8;2019;2.513,62
Jornada a tiempo parcial;De 25 a 34 años;8;2018;2.465,6
Jornada a tiempo parcial;De 25 a 34 años;8;2017;2.325,88
Jornada a tiempo parcial;De 25 a 34 años;8;2016;2.266,1
Jornada a tiempo parcial;De 25 a 34 años;8;2015;2.285,44
Jornada a tiempo parcial;De 25 a 34 años;8;2014;2.251,69
Jornada a tiempo parcial;De 25 a 34 años;8;2013;2.412,35
Jornada a tiempo parcial;De 25 a 34 años;8;2012;2.299,61
Jornada a tiempo parcial;De 25 a 34 años;8;2011;2.206,93
Jornada a tiempo parcial;De 25 a 34 años;8;2010;2.265,29
Jornada a tiempo parcial;De 25 a 34 años;8;2009;2.197,04
Jornada a tiempo parcial;De 25 a 34 años;8;2008;2.151,47
Jornada a tiempo parcial;De 25 a 34 años;8;2007;2.146,41
Jornada a tiempo parcial;De 25 a 34 años;8;2006;1.992,26
Jornada a tiempo parcial;De 25 a 34 años;9;2023;3.190,56
Jornada a tiempo parcial;De 25 a 34 años;9;2022;3.285,16
Jornada a tiempo parcial;De 25 a 34 años;9;2021;2.870,13
Jornada a tiempo parcial;De 25 a 34 años;9;2020;3.076,15
Jornada a tiempo parcial;De 25 a 34 años;9;2019;2.821,88
Jornada a tiempo parcial;De 25 a 34 años;9;2018;2.724,85
Jornada a tiempo parcial;De 25 a 34 años;9;2017;2.884,02
Jornada a tiempo parcial;De 25 a 34 años;9;2016;2.800,17
Jornada a tiempo parcial;De 25 a 34 años;9;2015;2.666,08
Jornada a tiempo parcial;De 25 a 34 años;9;2014;2.983,48
Jornada a tiempo parcial;De 25 a 34 años;9;2013;2.770,11
Jornada a tiempo parcial;De 25 a 34 años;9;2012;2.670,32
Jornada a tiempo parcial;De 25 a 34 años;9;2011;2.624,79
Jornada a tiempo parcial;De 25 a 34 años;9;2010;2.891,3
Jornada a tiempo parcial;De 25 a 34 años;9;2009;2.743,19
Jornada a tiempo parcial;De 25 a 34 años;9;2008;2.685,01
Jornada a tiempo parcial;De 25 a 34 años;9;2007;2.510,47
Jornada a tiempo parcial;De 25 a 34 años;9;2006;2.433,72
Jornada a tiempo parcial;De 25 a 34 años;10;2023;..
Jornada a tiempo parcial;De 25 a 34 años;10;2022;..
Jornada a tiempo parcial;De 25 a 34 años;10;2021;..
Jornada a tiempo parcial;De 25 a 34 años;10;2020;..
Jornada a tiempo parcial;De 25 a 34 años;10;2019;..
Jornada a tiempo parcial;De 25 a 34 años;10;2018;..
Jornada a tiempo parcial;De 25 a 34 años;10;2017;..
Jornada a tiempo parcial;De 25 a 34 años;10;2016;..
Jornada a tiempo parcial;De 25 a 34 años;10;2015;..
Jornada a tiempo parcial;De 25 a 34 años;10;2014;..
Jornada a tiempo parcial;De 25 a 34 años;10;2013;..
Jornada a tiempo parcial;De 25 a 34 años;10;2012;..
Jornada a tiempo parcial;De 25 a 34 años;10;2011;..
Jornada a tiempo parcial;De 25 a 34 años;10;2010;..
Jornada a tiempo parcial;De 25 a 34 años;10;2009;..
Jornada a tiempo parcial;De 25 a 34 años;10;2008;..
Jornada a tiempo parcial;De 25 a 34 años;10;2007;..
Jornada a tiempo parcial;De 25 a 34 años;10;2006;..
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2023;1.021,48
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2022;1.002,72
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2021;910,41
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2020;898,74
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2019;883,7
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2018;836,02
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2017;815,71
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2016;812,82
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2015;778,03
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2014;773,45
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2013;781,38
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2012;720,87
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2011;757,08
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2010;752,12
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2009;759,26
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2008;751,32
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2007;732,8
Jornada a tiempo parcial;De 35 a 44 años;Total decil;2006;661,66
Jornada a tiempo parcial;De 35 a 44 años;1;2023;642,96
Jornada a tiempo parcial;De 35 a 44 años;1;2022;622,95
Jornada a tiempo parcial;De 35 a 44 años;1;2021;571,88
Jornada a tiempo parcial;De 35 a 44 años;1;2020;527,33
Jornada a tiempo parcial;De 35 a 44 años;1;2019;524,38
Jornada a tiempo parcial;De 35 a 44 años;1;2018;449,19
Jornada a tiempo parcial;De 35 a 44 años;1;2017;469,53
Jornada a tiempo parcial;De 35 a 44 años;1;2016;432,79
Jornada a tiempo parcial;De 35 a 44 años;1;2015;410,17
Jornada a tiempo parcial;De 35 a 44 años;1;2014;402,57
Jornada a tiempo parcial;De 35 a 44 años;1;2013;410,07
Jornada a tiempo parcial;De 35 a 44 años;1;2012;409,48
Jornada a tiempo parcial;De 35 a 44 años;1;2011;459,69
Jornada a tiempo parcial;De 35 a 44 años;1;2010;463,14
Jornada a tiempo parcial;De 35 a 44 años;1;2009;491,24
Jornada a tiempo parcial;De 35 a 44 años;1;2008;475,27
Jornada a tiempo parcial;De 35 a 44 años;1;2007;489,91
Jornada a tiempo parcial;De 35 a 44 años;1;2006;452,69
Jornada a tiempo parcial;De 35 a 44 años;2;2023;1.146,58
Jornada a tiempo parcial;De 35 a 44 años;2;2022;1.079,73
Jornada a tiempo parcial;De 35 a 44 años;2;2021;991,57
Jornada a tiempo parcial;De 35 a 44 años;2;2020;957,38
Jornada a tiempo parcial;De 35 a 44 años;2;2019;946,05
Jornada a tiempo parcial;De 35 a 44 años;2;2018;877,31
Jornada a tiempo parcial;De 35 a 44 años;2;2017;834,25
Jornada a tiempo parcial;De 35 a 44 años;2;2016;830,45
Jornada a tiempo parcial;De 35 a 44 años;2;2015;802,47
Jornada a tiempo parcial;De 35 a 44 años;2;2014;793,02
Jornada a tiempo parcial;De 35 a 44 años;2;2013;794,53
Jornada a tiempo parcial;De 35 a 44 años;2;2012;799,79
Jornada a tiempo parcial;De 35 a 44 años;2;2011;834,59
Jornada a tiempo parcial;De 35 a 44 años;2;2010;844,35
Jornada a tiempo parcial;De 35 a 44 años;2;2009;834,16
Jornada a tiempo parcial;De 35 a 44 años;2;2008;861,95
Jornada a tiempo parcial;De 35 a 44 años;2;2007;812,21
Jornada a tiempo parcial;De 35 a 44 años;2;2006;776,48
Jornada a tiempo parcial;De 35 a 44 años;3;2023;1.424,86
Jornada a tiempo parcial;De 35 a 44 años;3;2022;1.336,91
Jornada a tiempo parcial;De 35 a 44 años;3;2021;1.263,66
Jornada a tiempo parcial;De 35 a 44 años;3;2020;1.231,03
Jornada a tiempo parcial;De 35 a 44 años;3;2019;1.223,04
Jornada a tiempo parcial;De 35 a 44 años;3;2018;1.139,12
Jornada a tiempo parcial;De 35 a 44 años;3;2017;1.116,6
Jornada a tiempo parcial;De 35 a 44 años;3;2016;1.108,38
Jornada a tiempo parcial;De 35 a 44 años;3;2015;1.105,97
Jornada a tiempo parcial;De 35 a 44 años;3;2014;1.094,45
Jornada a tiempo parcial;De 35 a 44 años;3;2013;1.073,45
Jornada a tiempo parcial;De 35 a 44 años;3;2012;1.125,97
Jornada a tiempo parcial;De 35 a 44 años;3;2011;1.125,78
Jornada a tiempo parcial;De 35 a 44 años;3;2010;1.136,07
Jornada a tiempo parcial;De 35 a 44 años;3;2009;1.120,98
Jornada a tiempo parcial;De 35 a 44 años;3;2008;1.108,17
Jornada a tiempo parcial;De 35 a 44 años;3;2007;1.026,63
Jornada a tiempo parcial;De 35 a 44 años;3;2006;989,71
Jornada a tiempo parcial;De 35 a 44 años;4;2023;1.627,07
Jornada a tiempo parcial;De 35 a 44 años;4;2022;1.520,69
Jornada a tiempo parcial;De 35 a 44 años;4;2021;1.436,85
Jornada a tiempo parcial;De 35 a 44 años;4;2020;1.419,72
Jornada a tiempo parcial;De 35 a 44 años;4;2019;1.398,09
Jornada a tiempo parcial;De 35 a 44 años;4;2018;1.350,33
Jornada a tiempo parcial;De 35 a 44 años;4;2017;1.327,63
Jornada a tiempo parcial;De 35 a 44 años;4;2016;1.328,47
Jornada a tiempo parcial;De 35 a 44 años;4;2015;1.290,61
Jornada a tiempo parcial;De 35 a 44 años;4;2014;1.318,56
Jornada a tiempo parcial;De 35 a 44 años;4;2013;1.305,95
Jornada a tiempo parcial;De 35 a 44 años;4;2012;1.288,39
Jornada a tiempo parcial;De 35 a 44 años;4;2011;1.282,7
Jornada a tiempo parcial;De 35 a 44 años;4;2010;1.305,07
Jornada a tiempo parcial;De 35 a 44 años;4;2009;1.286,02
Jornada a tiempo parcial;De 35 a 44 años;4;2008;1.239,73
Jornada a tiempo parcial;De 35 a 44 años;4;2007;1.201,14
Jornada a tiempo parcial;De 35 a 44 años;4;2006;1.137,38
Jornada a tiempo parcial;De 35 a 44 años;5;2023;1.804,8
Jornada a tiempo parcial;De 35 a 44 años;5;2022;1.703,71
Jornada a tiempo parcial;De 35 a 44 años;5;2021;1.636
Jornada a tiempo parcial;De 35 a 44 años;5;2020;1.589,36
Jornada a tiempo parcial;De 35 a 44 años;5;2019;1.604,5
Jornada a tiempo parcial;De 35 a 44 años;5;2018;1.564,43
Jornada a tiempo parcial;De 35 a 44 años;5;2017;1.498,02
Jornada a tiempo parcial;De 35 a 44 años;5;2016;1.503,31
Jornada a tiempo parcial;De 35 a 44 años;5;2015;1.514,29
Jornada a tiempo parcial;De 35 a 44 años;5;2014;1.477,06
Jornada a tiempo parcial;De 35 a 44 años;5;2013;1.520,34
Jornada a tiempo parcial;De 35 a 44 años;5;2012;1.483,97
Jornada a tiempo parcial;De 35 a 44 años;5;2011;1.519,34
Jornada a tiempo parcial;De 35 a 44 años;5;2010;1.487,9
Jornada a tiempo parcial;De 35 a 44 años;5;2009;1.434,64
Jornada a tiempo parcial;De 35 a 44 años;5;2008;1.389,62
Jornada a tiempo parcial;De 35 a 44 años;5;2007;1.342,44
Jornada a tiempo parcial;De 35 a 44 años;5;2006;1.288,78
Jornada a tiempo parcial;De 35 a 44 años;6;2023;2.038,97
Jornada a tiempo parcial;De 35 a 44 años;6;2022;1.896,2
Jornada a tiempo parcial;De 35 a 44 años;6;2021;1.849,73
Jornada a tiempo parcial;De 35 a 44 años;6;2020;1.801,23
Jornada a tiempo parcial;De 35 a 44 años;6;2019;1.792,48
Jornada a tiempo parcial;De 35 a 44 años;6;2018;1.722,64
Jornada a tiempo parcial;De 35 a 44 años;6;2017;1.684,39
Jornada a tiempo parcial;De 35 a 44 años;6;2016;1.692,97
Jornada a tiempo parcial;De 35 a 44 años;6;2015;1.720,6
Jornada a tiempo parcial;De 35 a 44 años;6;2014;1.715,36
Jornada a tiempo parcial;De 35 a 44 años;6;2013;1.686,52
Jornada a tiempo parcial;De 35 a 44 años;6;2012;1.705,72
Jornada a tiempo parcial;De 35 a 44 años;6;2011;1.682,59
Jornada a tiempo parcial;De 35 a 44 años;6;2010;1.640,53
Jornada a tiempo parcial;De 35 a 44 años;6;2009;1.616,58
Jornada a tiempo parcial;De 35 a 44 años;6;2008;1.582,22
Jornada a tiempo parcial;De 35 a 44 años;6;2007;1.489,47
Jornada a tiempo parcial;De 35 a 44 años;6;2006;1.443,77
Jornada a tiempo parcial;De 35 a 44 años;7;2023;2.349,1
Jornada a tiempo parcial;De 35 a 44 años;7;2022;2.149,95
Jornada a tiempo parcial;De 35 a 44 años;7;2021;2.067,44
Jornada a tiempo parcial;De 35 a 44 años;7;2020;2.141,12
Jornada a tiempo parcial;De 35 a 44 años;7;2019;2.074,07
Jornada a tiempo parcial;De 35 a 44 años;7;2018;2.029,23
Jornada a tiempo parcial;De 35 a 44 años;7;2017;2.015,76
Jornada a tiempo parcial;De 35 a 44 años;7;2016;1.948,83
Jornada a tiempo parcial;De 35 a 44 años;7;2015;1.917,99
Jornada a tiempo parcial;De 35 a 44 años;7;2014;1.942,5
Jornada a tiempo parcial;De 35 a 44 años;7;2013;1.945,66
Jornada a tiempo parcial;De 35 a 44 años;7;2012;1.955,35
Jornada a tiempo parcial;De 35 a 44 años;7;2011;1.921,51
Jornada a tiempo parcial;De 35 a 44 años;7;2010;1.887,16
Jornada a tiempo parcial;De 35 a 44 años;7;2009;1.837,39
Jornada a tiempo parcial;De 35 a 44 años;7;2008;1.823,12
Jornada a tiempo parcial;De 35 a 44 años;7;2007;1.672,63
Jornada a tiempo parcial;De 35 a 44 años;7;2006;1.555,6
Jornada a tiempo parcial;De 35 a 44 años;8;2023;2.846,62
Jornada a tiempo parcial;De 35 a 44 años;8;2022;2.530,67
Jornada a tiempo parcial;De 35 a 44 años;8;2021;2.514,88
Jornada a tiempo parcial;De 35 a 44 años;8;2020;2.492,4
Jornada a tiempo parcial;De 35 a 44 años;8;2019;2.441,98
Jornada a tiempo parcial;De 35 a 44 años;8;2018;2.458,86
Jornada a tiempo parcial;De 35 a 44 años;8;2017;2.392,88
Jornada a tiempo parcial;De 35 a 44 años;8;2016;2.363,49
Jornada a tiempo parcial;De 35 a 44 años;8;2015;2.277,43
Jornada a tiempo parcial;De 35 a 44 años;8;2014;2.309,42
Jornada a tiempo parcial;De 35 a 44 años;8;2013;2.369,66
Jornada a tiempo parcial;De 35 a 44 años;8;2012;2.290,89
Jornada a tiempo parcial;De 35 a 44 años;8;2011;2.248,64
Jornada a tiempo parcial;De 35 a 44 años;8;2010;2.273,32
Jornada a tiempo parcial;De 35 a 44 años;8;2009;2.213,85
Jornada a tiempo parcial;De 35 a 44 años;8;2008;2.185,97
Jornada a tiempo parcial;De 35 a 44 años;8;2007;2.036,09
Jornada a tiempo parcial;De 35 a 44 años;8;2006;1.914,17
Jornada a tiempo parcial;De 35 a 44 años;9;2023;3.142,52
Jornada a tiempo parcial;De 35 a 44 años;9;2022;3.046,68
Jornada a tiempo parcial;De 35 a 44 años;9;2021;2.884,61
Jornada a tiempo parcial;De 35 a 44 años;9;2020;3.101,57
Jornada a tiempo parcial;De 35 a 44 años;9;2019;2.848,17
Jornada a tiempo parcial;De 35 a 44 años;9;2018;2.778,81
Jornada a tiempo parcial;De 35 a 44 años;9;2017;2.948,42
Jornada a tiempo parcial;De 35 a 44 años;9;2016;2.782,89
Jornada a tiempo parcial;De 35 a 44 años;9;2015;3.020,64
Jornada a tiempo parcial;De 35 a 44 años;9;2014;2.946,24
Jornada a tiempo parcial;De 35 a 44 años;9;2013;2.735,41
Jornada a tiempo parcial;De 35 a 44 años;9;2012;2.669,82
Jornada a tiempo parcial;De 35 a 44 años;9;2011;2.540,06
Jornada a tiempo parcial;De 35 a 44 años;9;2010;2.926,5
Jornada a tiempo parcial;De 35 a 44 años;9;2009;2.875,52
Jornada a tiempo parcial;De 35 a 44 años;9;2008;2.738,75
Jornada a tiempo parcial;De 35 a 44 años;9;2007;2.549,55
Jornada a tiempo parcial;De 35 a 44 años;9;2006;2.388,32
Jornada a tiempo parcial;De 35 a 44 años;10;2023;..
Jornada a tiempo parcial;De 35 a 44 años;10;2022;4.104,9
Jornada a tiempo parcial;De 35 a 44 años;10;2021;..
Jornada a tiempo parcial;De 35 a 44 años;10;2020;..
Jornada a tiempo parcial;De 35 a 44 años;10;2019;..
Jornada a tiempo parcial;De 35 a 44 años;10;2018;..
Jornada a tiempo parcial;De 35 a 44 años;10;2017;..
Jornada a tiempo parcial;De 35 a 44 años;10;2016;..
Jornada a tiempo parcial;De 35 a 44 años;10;2015;3.487,48
Jornada a tiempo parcial;De 35 a 44 años;10;2014;..
Jornada a tiempo parcial;De 35 a 44 años;10;2013;..
Jornada a tiempo parcial;De 35 a 44 años;10;2012;..
Jornada a tiempo parcial;De 35 a 44 años;10;2011;..
Jornada a tiempo parcial;De 35 a 44 años;10;2010;..
Jornada a tiempo parcial;De 35 a 44 años;10;2009;..
Jornada a tiempo parcial;De 35 a 44 años;10;2008;..
Jornada a tiempo parcial;De 35 a 44 años;10;2007;..
Jornada a tiempo parcial;De 35 a 44 años;10;2006;..
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2023;942,15
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2022;891,79
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2021;843,23
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2020;798,65
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2019;781,77
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2018;736,78
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2017;716,97
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2016;696,9
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2015;662,11
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2014;652,61
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2013;659,27
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2012;627,08
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2011;656,73
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2010;655,91
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2009;656,43
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2008;644,08
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2007;626,2
Jornada a tiempo parcial;De 45 a 54 años;Total decil;2006;594,14
Jornada a tiempo parcial;De 45 a 54 años;1;2023;631,08
Jornada a tiempo parcial;De 45 a 54 años;1;2022;590,25
Jornada a tiempo parcial;De 45 a 54 años;1;2021;538,6
Jornada a tiempo parcial;De 45 a 54 años;1;2020;489,66
Jornada a tiempo parcial;De 45 a 54 años;1;2019;509
Jornada a tiempo parcial;De 45 a 54 años;1;2018;459,36
Jornada a tiempo parcial;De 45 a 54 años;1;2017;445,04
Jornada a tiempo parcial;De 45 a 54 años;1;2016;440,15
Jornada a tiempo parcial;De 45 a 54 años;1;2015;388,23
Jornada a tiempo parcial;De 45 a 54 años;1;2014;398,69
Jornada a tiempo parcial;De 45 a 54 años;1;2013;390,99
Jornada a tiempo parcial;De 45 a 54 años;1;2012;404,62
Jornada a tiempo parcial;De 45 a 54 años;1;2011;420,46
Jornada a tiempo parcial;De 45 a 54 años;1;2010;442,59
Jornada a tiempo parcial;De 45 a 54 años;1;2009;462,5
Jornada a tiempo parcial;De 45 a 54 años;1;2008;454,09
Jornada a tiempo parcial;De 45 a 54 años;1;2007;467,1
Jornada a tiempo parcial;De 45 a 54 años;1;2006;450,08
Jornada a tiempo parcial;De 45 a 54 años;2;2023;1.131,19
Jornada a tiempo parcial;De 45 a 54 años;2;2022;1.073,78
Jornada a tiempo parcial;De 45 a 54 años;2;2021;999,05
Jornada a tiempo parcial;De 45 a 54 años;2;2020;966,28
Jornada a tiempo parcial;De 45 a 54 años;2;2019;948,42
Jornada a tiempo parcial;De 45 a 54 años;2;2018;877,96
Jornada a tiempo parcial;De 45 a 54 años;2;2017;835,2
Jornada a tiempo parcial;De 45 a 54 años;2;2016;831,58
Jornada a tiempo parcial;De 45 a 54 años;2;2015;794,71
