tipo_de_jornada,grupo_de_edad,decil,año,total
Jornada a tiempo completo,De 25 a 34 años,9,2022,3159.48
Jornada a tiempo completo,De 25 a 34 años,9,2021,3122.44
Jornada a tiempo completo,De 25 a 34 años,9,2020,3104.42
Jornada a tiempo completo,De 25 a 34 años,9,2019,2989.55
Jornada a tiempo completo,De 25 a 34 años,9,2018,2957.67
Jornada a tiempo completo,De 25 a 34 años,9,2017,2927.14
Jornada a tiempo completo,De 25 a 34 años,9,2016,2879.83
Jornada a tiempo completo,De 25 a 34 años,9,2015,2911.7
Jornada a tiempo completo,De 25 a 34 años,9,2014,2910.33
Jornada a tiempo completo,De 25 a 34 años,9,2013,2874.04
Jornada a tiempo completo,De 25 a 34 años,9,2012,2805.76
Jornada a tiempo completo,De 25 a 34 años,9,2011,2809.99
Jornada a tiempo completo,De 25 a 34 años,9,2010,2809.75
Jornada a tiempo completo,De 25 a 34 años,9,2009,2780.02
Jornada a tiempo completo,De 25 a 34 años,9,2008,2654.99
Jornada a tiempo completo,De 25 a 34 años,9,2007,2535.82
Jornada a tiempo completo,De 25 a 34 años,9,2006,2430.26
Jornada a tiempo completo,De 25 a 34 años,10,2023,5037.16
Jornada a tiempo completo,De 25 a 34 años,10,2022,4590.72
Jornada a tiempo completo,De 25 a 34 años,10,2021,4950.33
Jornada a tiempo completo,De 25 a 34 años,10,2020,4794.62
Jornada a tiempo completo,De 25 a 34 años,10,2019,4333.23
Jornada a tiempo completo,De 25 a 34 años,10,2018,4574.49
Jornada a tiempo completo,De 25 a 34 años,10,2017,4486.68
Jornada a tiempo completo,De 25 a 34 años,10,2016,4394.87
Jornada a tiempo completo,De 25 a 34 años,10,2015,4357.88
Jornada a tiempo completo,De 25 a 34 años,10,2014,4444.63
Jornada a tiempo completo,De 25 a 34 años,10,2013,4323.6
Jornada a tiempo completo,De 25 a 34 años,10,2012,4447.85
Jornada a tiempo completo,De 25 a 34 años,10,2011,4300.67
Jornada a tiempo completo,De 25 a 34 años,10,2010,4160.99
Jornada a tiempo completo,De 25 a 34 años,10,2009,4248.27
Jornada a tiempo completo,De 25 a 34 años,10,2008,4086.8
Jornada a tiempo completo,De 25 a 34 años,10,2007,3534.72
Jornada a tiempo completo,De 25 a 34 años,10,2006,3582.03
Jornada a tiempo completo,De 35 a 44 años,Total decil,2023,2466.8
Jornada a tiempo completo,De 35 a 44 años,Total decil,2022,2354.94
Jornada a tiempo completo,De 35 a 44 años,Total decil,2021,2309.38
Jornada a tiempo completo,De 35 a 44 años,Total decil,2020,2231.11
Jornada a tiempo completo,De 35 a 44 años,Total decil,2019,2214.32
Jornada a tiempo completo,De 35 a 44 años,Total decil,2018,2220.89
Jornada a tiempo completo,De 35 a 44 años,Total decil,2017,2156.04
Jornada a tiempo completo,De 35 a 44 años,Total decil,2016,2116.46
Jornada a tiempo completo,De 35 a 44 años,Total decil,2015,2169.35
Jornada a tiempo completo,De 35 a 44 años,Total decil,2014,2191.53
Jornada a tiempo completo,De 35 a 44 años,Total decil,2013,2170.56
Jornada a tiempo completo,De 35 a 44 años,Total decil,2012,2125.06
Jornada a tiempo completo,De 35 a 44 años,Total decil,2011,2083.45
Jornada a tiempo completo,De 35 a 44 años,Total decil,2010,2045.39
Jornada a tiempo completo,De 35 a 44 años,Total decil,2009,2065.95
Jornada a tiempo completo,De 35 a 44 años,Total decil,2008,2023.66
Jornada a tiempo completo,De 35 a 44 años,Total decil,2007,1860.81
Jornada a tiempo completo,De 35 a 44 años,Total decil,2006,1763.83
Jornada a tiempo completo,De 35 a 44 años,1,2023,929.51
Jornada a tiempo completo,De 35 a 44 años,1,2022,876.97
Jornada a tiempo completo,De 35 a 44 años,1,2021,787.44
Jornada a tiempo completo,De 35 a 44 años,1,2020,758.21
Jornada a tiempo completo,De 35 a 44 años,1,2019,739.05
Jornada a tiempo completo,De 35 a 44 años,1,2018,681.01
Jornada a tiempo completo,De 35 a 44 años,1,2017,643.99
Jornada a tiempo completo,De 35 a 44 años,1,2016,637.48
Jornada a tiempo completo,De 35 a 44 años,1,2015,613.5
Jornada a tiempo completo,De 35 a 44 años,1,2014,586.22
Jornada a tiempo completo,De 35 a 44 años,1,2013,557.35
Jornada a tiempo completo,De 35 a 44 años,1,2012,583.65
Jornada a tiempo completo,De 35 a 44 años,1,2011,603.55
Jornada a tiempo completo,De 35 a 44 años,1,2010,628.98
Jornada a tiempo completo,De 35 a 44 años,1,2009,625.67
Jornada a tiempo completo,De 35 a 44 años,1,2008,654.92
Jornada a tiempo completo,De 35 a 44 años,1,2007,621.51
Jornada a tiempo completo,De 35 a 44 años,1,2006,572.3
Jornada a tiempo completo,De 35 a 44 años,2,2023,1231.33
Jornada a tiempo completo,De 35 a 44 años,2,2022,1160.04
Jornada a tiempo completo,De 35 a 44 años,2,2021,1060.74
Jornada a tiempo completo,De 35 a 44 años,2,2020,1025.82
Jornada a tiempo completo,De 35 a 44 años,2,2019,1014.73
Jornada a tiempo completo,De 35 a 44 años,2,2018,927.69
Jornada a tiempo completo,De 35 a 44 años,2,2017,888.63
Jornada a tiempo completo,De 35 a 44 años,2,2016,883.09
Jornada a tiempo completo,De 35 a 44 años,2,2015,852.64
Jornada a tiempo completo,De 35 a 44 años,2,2014,843.11
Jornada a tiempo completo,De 35 a 44 años,2,2013,853.67
Jornada a tiempo completo,De 35 a 44 años,2,2012,881.83
Jornada a tiempo completo,De 35 a 44 años,2,2011,885.93
Jornada a tiempo completo,De 35 a 44 años,2,2010,911.3
Jornada a tiempo completo,De 35 a 44 años,2,2009,890.78
Jornada a tiempo completo,De 35 a 44 años,2,2008,905.8
Jornada a tiempo completo,De 35 a 44 años,2,2007,866.64
Jornada a tiempo completo,De 35 a 44 años,2,2006,806.6
Jornada a tiempo completo,De 35 a 44 años,3,2023,1437.6
Jornada a tiempo completo,De 35 a 44 años,3,2022,1342.27
Jornada a tiempo completo,De 35 a 44 años,3,2021,1259.51
Jornada a tiempo completo,De 35 a 44 años,3,2020,1237.18
Jornada a tiempo completo,De 35 a 44 años,3,2019,1227.69
Jornada a tiempo completo,De 35 a 44 años,3,2018,1161.28
Jornada a tiempo completo,De 35 a 44 años,3,2017,1125.94
Jornada a tiempo completo,De 35 a 44 años,3,2016,1115.8
Jornada a tiempo completo,De 35 a 44 años,3,2015,1105.96
Jornada a tiempo completo,De 35 a 44 años,3,2014,1108.0
Jornada a tiempo completo,De 35 a 44 años,3,2013,1110.84
Jornada a tiempo completo,De 35 a 44 años,3,2012,1120.55
Jornada a tiempo completo,De 35 a 44 años,3,2011,1130.6
Jornada a tiempo completo,De 35 a 44 años,3,2010,1139.8
Jornada a tiempo completo,De 35 a 44 años,3,2009,1119.27
Jornada a tiempo completo,De 35 a 44 años,3,2008,1112.81
Jornada a tiempo completo,De 35 a 44 años,3,2007,1066.59
Jornada a tiempo completo,De 35 a 44 años,3,2006,1011.21
Jornada a tiempo completo,De 35 a 44 años,4,2023,1633.42
Jornada a tiempo completo,De 35 a 44 años,4,2022,1527.84
Jornada a tiempo completo,De 35 a 44 años,4,2021,1456.64
Jornada a tiempo completo,De 35 a 44 años,4,2020,1420.09
Jornada a tiempo completo,De 35 a 44 años,4,2019,1421.53
Jornada a tiempo completo,De 35 a 44 años,4,2018,1356.24
Jornada a tiempo completo,De 35 a 44 años,4,2017,1321.68
Jornada a tiempo completo,De 35 a 44 años,4,2016,1324.19
Jornada a tiempo completo,De 35 a 44 años,4,2015,1316.02
Jornada a tiempo completo,De 35 a 44 años,4,2014,1316.62
Jornada a tiempo completo,De 35 a 44 años,4,2013,1322.15
Jornada a tiempo completo,De 35 a 44 años,4,2012,1322.96
Jornada a tiempo completo,De 35 a 44 años,4,2011,1313.66
Jornada a tiempo completo,De 35 a 44 años,4,2010,1316.81
Jornada a tiempo completo,De 35 a 44 años,4,2009,1291.52
Jornada a tiempo completo,De 35 a 44 años,4,2008,1268.04
Jornada a tiempo completo,De 35 a 44 años,4,2007,1205.48
Jornada a tiempo completo,De 35 a 44 años,4,2006,1142.96
Jornada a tiempo completo,De 35 a 44 años,5,2023,1839.13
Jornada a tiempo completo,De 35 a 44 años,5,2022,1707.38
Jornada a tiempo completo,De 35 a 44 años,5,2021,1653.14
Jornada a tiempo completo,De 35 a 44 años,5,2020,1609.41
Jornada a tiempo completo,De 35 a 44 años,5,2019,1594.33
Jornada a tiempo completo,De 35 a 44 años,5,2018,1544.89
Jornada a tiempo completo,De 35 a 44 años,5,2017,1497.46
Jornada a tiempo completo,De 35 a 44 años,5,2016,1495.31
Jornada a tiempo completo,De 35 a 44 años,5,2015,1501.29
Jornada a tiempo completo,De 35 a 44 años,5,2014,1505.36
Jornada a tiempo completo,De 35 a 44 años,5,2013,1502.31
Jornada a tiempo completo,De 35 a 44 años,5,2012,1496.88
Jornada a tiempo completo,De 35 a 44 años,5,2011,1484.22
Jornada a tiempo completo,De 35 a 44 años,5,2010,1479.37
Jornada a tiempo completo,De 35 a 44 años,5,2009,1443.94
Jornada a tiempo completo,De 35 a 44 años,5,2008,1410.21
Jornada a tiempo completo,De 35 a 44 años,5,2007,1336.75
Jornada a tiempo completo,De 35 a 44 años,5,2006,1270.57
Jornada a tiempo completo,De 35 a 44 años,6,2023,2058.14
Jornada a tiempo completo,De 35 a 44 años,6,2022,1911.53
Jornada a tiempo completo,De 35 a 44 años,6,2021,1864.63
Jornada a tiempo completo,De 35 a 44 años,6,2020,1817.83
Jornada a tiempo completo,De 35 a 44 años,6,2019,1792.74
Jornada a tiempo completo,De 35 a 44 años,6,2018,1757.79
Jornada a tiempo completo,De 35 a 44 años,6,2017,1696.56
Jornada a tiempo completo,De 35 a 44 años,6,2016,1703.72
Jornada a tiempo completo,De 35 a 44 años,6,2015,1704.12
Jornada a tiempo completo,De 35 a 44 años,6,2014,1716.53
Jornada a tiempo completo,De 35 a 44 años,6,2013,1701.75
Jornada a tiempo completo,De 35 a 44 años,6,2012,1687.01
Jornada a tiempo completo,De 35 a 44 años,6,2011,1676.97
Jornada a tiempo completo,De 35 a 44 años,6,2010,1665.02
Jornada a tiempo completo,De 35 a 44 años,6,2009,1627.7
Jornada a tiempo completo,De 35 a 44 años,6,2008,1581.79
Jornada a tiempo completo,De 35 a 44 años,6,2007,1491.31
Jornada a tiempo completo,De 35 a 44 años,6,2006,1418.95
Jornada a tiempo completo,De 35 a 44 años,7,2023,2351.54
Jornada a tiempo completo,De 35 a 44 años,7,2022,2179.03
Jornada a tiempo completo,De 35 a 44 años,7,2021,2141.57
Jornada a tiempo completo,De 35 a 44 años,7,2020,2106.27
Jornada a tiempo completo,De 35 a 44 años,7,2019,2053.6
Jornada a tiempo completo,De 35 a 44 años,7,2018,2017.32
Jornada a tiempo completo,De 35 a 44 años,7,2017,1970.35
Jornada a tiempo completo,De 35 a 44 años,7,2016,1971.6
Jornada a tiempo completo,De 35 a 44 años,7,2015,1964.39
Jornada a tiempo completo,De 35 a 44 años,7,2014,2000.05
Jornada a tiempo completo,De 35 a 44 años,7,2013,1979.22
Jornada a tiempo completo,De 35 a 44 años,7,2012,1944.45
Jornada a tiempo completo,De 35 a 44 años,7,2011,1921.42
Jornada a tiempo completo,De 35 a 44 años,7,2010,1915.05
Jornada a tiempo completo,De 35 a 44 años,7,2009,1871.72
Jornada a tiempo completo,De 35 a 44 años,7,2008,1795.43
Jornada a tiempo completo,De 35 a 44 años,7,2007,1705.19
Jornada a tiempo completo,De 35 a 44 años,7,2006,1625.23
Jornada a tiempo completo,De 35 a 44 años,8,2023,2785.18
Jornada a tiempo completo,De 35 a 44 años,8,2022,2590.11
Jornada a tiempo completo,De 35 a 44 años,8,2021,2565.03
Jornada a tiempo completo,De 35 a 44 años,8,2020,2543.85
Jornada a tiempo completo,De 35 a 44 años,8,2019,2446.05
Jornada a tiempo completo,De 35 a 44 años,8,2018,2427.47
Jornada a tiempo completo,De 35 a 44 años,8,2017,2368.38
Jornada a tiempo completo,De 35 a 44 años,8,2016,2359.74
Jornada a tiempo completo,De 35 a 44 años,8,2015,2386.37
Jornada a tiempo completo,De 35 a 44 años,8,2014,2385.66
Jornada a tiempo completo,De 35 a 44 años,8,2013,2366.07
Jornada a tiempo completo,De 35 a 44 años,8,2012,2307.14
Jornada a tiempo completo,De 35 a 44 años,8,2011,2292.7
Jornada a tiempo completo,De 35 a 44 años,8,2010,2288.47
Jornada a tiempo completo,De 35 a 44 años,8,2009,2248.99
Jornada a tiempo completo,De 35 a 44 años,8,2008,2138.99
Jornada a tiempo completo,De 35 a 44 años,8,2007,2041.46
Jornada a tiempo completo,De 35 a 44 años,8,2006,1958.48
Jornada a tiempo completo,De 35 a 44 años,9,2023,3378.7
Jornada a tiempo completo,De 35 a 44 años,9,2022,3167.72
Jornada a tiempo completo,De 35 a 44 años,9,2021,3136.64
Jornada a tiempo completo,De 35 a 44 años,9,2020,3139.9
Jornada a tiempo completo,De 35 a 44 años,9,2019,3028.32
Jornada a tiempo completo,De 35 a 44 años,9,2018,3000.41
Jornada a tiempo completo,De 35 a 44 años,9,2017,2941.72
Jornada a tiempo completo,De 35 a 44 años,9,2016,2912.79
Jornada a tiempo completo,De 35 a 44 años,9,2015,2948.53
Jornada a tiempo completo,De 35 a 44 años,9,2014,2928.72
Jornada a tiempo completo,De 35 a 44 años,9,2013,2893.09
Jornada a tiempo completo,De 35 a 44 años,9,2012,2841.15
Jornada a tiempo completo,De 35 a 44 años,9,2011,2832.36
Jornada a tiempo completo,De 35 a 44 años,9,2010,2839.75
Jornada a tiempo completo,De 35 a 44 años,9,2009,2824.25
Jornada a tiempo completo,De 35 a 44 años,9,2008,2705.59
Jornada a tiempo completo,De 35 a 44 años,9,2007,2580.34
Jornada a tiempo completo,De 35 a 44 años,9,2006,2445.85
Jornada a tiempo completo,De 35 a 44 años,10,2023,5159.15
Jornada a tiempo completo,De 35 a 44 años,10,2022,4874.83
Jornada a tiempo completo,De 35 a 44 años,10,2021,4958.71
Jornada a tiempo completo,De 35 a 44 años,10,2020,4958.59
Jornada a tiempo completo,De 35 a 44 años,10,2019,4685.01
Jornada a tiempo completo,De 35 a 44 años,10,2018,4832.22
Jornada a tiempo completo,De 35 a 44 años,10,2017,4630.94
Jornada a tiempo completo,De 35 a 44 años,10,2016,4613.02
Jornada a tiempo completo,De 35 a 44 años,10,2015,4858.34
Jornada a tiempo completo,De 35 a 44 años,10,2014,4610.54
Jornada a tiempo completo,De 35 a 44 años,10,2013,4663.88
Jornada a tiempo completo,De 35 a 44 años,10,2012,4523.17
Jornada a tiempo completo,De 35 a 44 años,10,2011,4412.96
Jornada a tiempo completo,De 35 a 44 años,10,2010,4388.94
Jornada a tiempo completo,De 35 a 44 años,10,2009,4389.69
Jornada a tiempo completo,De 35 a 44 años,10,2008,4458.21
Jornada a tiempo completo,De 35 a 44 años,10,2007,3696.08
Jornada a tiempo completo,De 35 a 44 años,10,2006,3583.7
Jornada a tiempo completo,De 45 a 54 años,Total decil,2023,2727.87
Jornada a tiempo completo,De 45 a 54 años,Total decil,2022,2473.69
Jornada a tiempo completo,De 45 a 54 años,Total decil,2021,2469.49
Jornada a tiempo completo,De 45 a 54 años,Total decil,2020,2410.03
Jornada a tiempo completo,De 45 a 54 años,Total decil,2019,2366.98
Jornada a tiempo completo,De 45 a 54 años,Total decil,2018,2358.59
Jornada a tiempo completo,De 45 a 54 años,Total decil,2017,2313.37
Jornada a tiempo completo,De 45 a 54 años,Total decil,2016,2298.31
Jornada a tiempo completo,De 45 a 54 años,Total decil,2015,2370.21
Jornada a tiempo completo,De 45 a 54 años,Total decil,2014,2315.77
Jornada a tiempo completo,De 45 a 54 años,Total decil,2013,2362.31
Jornada a tiempo completo,De 45 a 54 años,Total decil,2012,2278.76
Jornada a tiempo completo,De 45 a 54 años,Total decil,2011,2260.8
Jornada a tiempo completo,De 45 a 54 años,Total decil,2010,2269.09
Jornada a tiempo completo,De 45 a 54 años,Total decil,2009,2243.6
Jornada a tiempo completo,De 45 a 54 años,Total decil,2008,2151.79
Jornada a tiempo completo,De 45 a 54 años,Total decil,2007,2023.05
Jornada a tiempo completo,De 45 a 54 años,Total decil,2006,1969.01
Jornada a tiempo completo,De 45 a 54 años,1,2023,899.06
Jornada a tiempo completo,De 45 a 54 años,1,2022,871.77
Jornada a tiempo completo,De 45 a 54 años,1,2021,762.31
Jornada a tiempo completo,De 45 a 54 años,1,2020,726.51
Jornada a tiempo completo,De 45 a 54 años,1,2019,762.72
Jornada a tiempo completo,De 45 a 54 años,1,2018,685.85
Jornada a tiempo completo,De 45 a 54 años,1,2017,640.13
Jornada a tiempo completo,De 45 a 54 años,1,2016,613.96
Jornada a tiempo completo,De 45 a 54 años,1,2015,615.85
Jornada a tiempo completo,De 45 a 54 años,1,2014,579.22
Jornada a tiempo completo,De 45 a 54 años,1,2013,554.38
Jornada a tiempo completo,De 45 a 54 años,1,2012,597.33
Jornada a tiempo completo,De 45 a 54 años,1,2011,612.9
Jornada a tiempo completo,De 45 a 54 años,1,2010,630.06
Jornada a tiempo completo,De 45 a 54 años,1,2009,638.97
Jornada a tiempo completo,De 45 a 54 años,1,2008,667.09
Jornada a tiempo completo,De 45 a 54 años,1,2007,619.33
Jornada a tiempo completo,De 45 a 54 años,1,2006,586.33
Jornada a tiempo completo,De 45 a 54 años,2,2023,1240.75
Jornada a tiempo completo,De 45 a 54 años,2,2022,1145.21
Jornada a tiempo completo,De 45 a 54 años,2,2021,1048.64
Jornada a tiempo completo,De 45 a 54 años,2,2020,1027.35
Jornada a tiempo completo,De 45 a 54 años,2,2019,1019.62
Jornada a tiempo completo,De 45 a 54 años,2,2018,930.71
Jornada a tiempo completo,De 45 a 54 años,2,2017,876.18
Jornada a tiempo completo,De 45 a 54 años,2,2016,884.95
Jornada a tiempo completo,De 45 a 54 años,2,2015,855.09
Jornada a tiempo completo,De 45 a 54 años,2,2014,851.63
Jornada a tiempo completo,De 45 a 54 años,2,2013,844.24
Jornada a tiempo completo,De 45 a 54 años,2,2012,873.46
Jornada a tiempo completo,De 45 a 54 años,2,2011,883.23
Jornada a tiempo completo,De 45 a 54 años,2,2010,905.75
Jornada a tiempo completo,De 45 a 54 años,2,2009,911.27
Jornada a tiempo completo,De 45 a 54 años,2,2008,896.87
Jornada a tiempo completo,De 45 a 54 años,2,2007,875.2
Jornada a tiempo completo,De 45 a 54 años,2,2006,820.86
Jornada a tiempo completo,De 45 a 54 años,3,2023,1438.22
Jornada a tiempo completo,De 45 a 54 años,3,2022,1338.71
Jornada a tiempo completo,De 45 a 54 años,3,2021,1257.24
Jornada a tiempo completo,De 45 a 54 años,3,2020,1232.81
Jornada a tiempo completo,De 45 a 54 años,3,2019,1225.33
Jornada a tiempo completo,De 45 a 54 años,3,2018,1155.24
Jornada a tiempo completo,De 45 a 54 años,3,2017,1121.87
Jornada a tiempo completo,De 45 a 54 años,3,2016,1123.28
Jornada a tiempo completo,De 45 a 54 años,3,2015,1109.57
Jornada a tiempo completo,De 45 a 54 años,3,2014,1109.43
Jornada a tiempo completo,De 45 a 54 años,3,2013,1116.37
Jornada a tiempo completo,De 45 a 54 años,3,2012,1131.3
Jornada a tiempo completo,De 45 a 54 años,3,2011,1130.19
Jornada a tiempo completo,De 45 a 54 años,3,2010,1145.82
Jornada a tiempo completo,De 45 a 54 años,3,2009,1120.87
Jornada a tiempo completo,De 45 a 54 años,3,2008,1110.99
Jornada a tiempo completo,De 45 a 54 años,3,2007,1062.1
Jornada a tiempo completo,De 45 a 54 años,3,2006,1007.82
Jornada a tiempo completo,De 45 a 54 años,4,2023,1631.71
Jornada a tiempo completo,De 45 a 54 años,4,2022,1520.16
Jornada a tiempo completo,De 45 a 54 años,4,2021,1456.96
Jornada a tiempo completo,De 45 a 54 años,4,2020,1424.45
Jornada a tiempo completo,De 45 a 54 años,4,2019,1417.78
Jornada a tiempo completo,De 45 a 54 años,4,2018,1362.89
Jornada a tiempo completo,De 45 a 54 años,4,2017,1323.6
Jornada a tiempo completo,De 45 a 54 años,4,2016,1326.41
Jornada a tiempo completo,De 45 a 54 años,4,2015,1309.65
Jornada a tiempo completo,De 45 a 54 años,4,2014,1318.06
Jornada a tiempo completo,De 45 a 54 años,4,2013,1321.5
Jornada a tiempo completo,De 45 a 54 años,4,2012,1325.68
Jornada a tiempo completo,De 45 a 54 años,4,2011,1309.58
Jornada a tiempo completo,De 45 a 54 años,4,2010,1319.33
Jornada a tiempo completo,De 45 a 54 años,4,2009,1293.55
Jornada a tiempo completo,De 45 a 54 años,4,2008,1268.39
Jornada a tiempo completo,De 45 a 54 años,4,2007,1206.47
Jornada a tiempo completo,De 45 a 54 años,4,2006,1143.8
Jornada a tiempo completo,De 45 a 54 años,5,2023,1833.45
Jornada a tiempo completo,De 45 a 54 años,5,2022,1709.68
Jornada a tiempo completo,De 45 a 54 años,5,2021,1653.43
Jornada a tiempo completo,De 45 a 54 años,5,2020,1607.04
Jornada a tiempo completo,De 45 a 54 años,5,2019,1595.51
Jornada a tiempo completo,De 45 a 54 años,5,2018,1546.85
Jornada a tiempo completo,De 45 a 54 años,5,2017,1499.35
Jornada a tiempo completo,De 45 a 54 años,5,2016,1501.6
Jornada a tiempo completo,De 45 a 54 años,5,2015,1499.84
Jornada a tiempo completo,De 45 a 54 años,5,2014,1501.43
Jornada a tiempo completo,De 45 a 54 años,5,2013,1505.76
Jornada a tiempo completo,De 45 a 54 años,5,2012,1496.16
Jornada a tiempo completo,De 45 a 54 años,5,2011,1483.85
Jornada a tiempo completo,De 45 a 54 años,5,2010,1482.54
Jornada a tiempo completo,De 45 a 54 años,5,2009,1447.95
Jornada a tiempo completo,De 45 a 54 años,5,2008,1417.18
Jornada a tiempo completo,De 45 a 54 años,5,2007,1336.82
Jornada a tiempo completo,De 45 a 54 años,5,2006,1271.87
Jornada a tiempo completo,De 45 a 54 años,6,2023,2058.11
Jornada a tiempo completo,De 45 a 54 años,6,2022,1915.83
Jornada a tiempo completo,De 45 a 54 años,6,2021,1869.75
Jornada a tiempo completo,De 45 a 54 años,6,2020,1818.37
Jornada a tiempo completo,De 45 a 54 años,6,2019,1795.45
Jornada a tiempo completo,De 45 a 54 años,6,2018,1752.54
Jornada a tiempo completo,De 45 a 54 años,6,2017,1704.06
Jornada a tiempo completo,De 45 a 54 años,6,2016,1708.43
Jornada a tiempo completo,De 45 a 54 años,6,2015,1707.54
Jornada a tiempo completo,De 45 a 54 años,6,2014,1713.49
Jornada a tiempo completo,De 45 a 54 años,6,2013,1707.32
Jornada a tiempo completo,De 45 a 54 años,6,2012,1685.1
Jornada a tiempo completo,De 45 a 54 años,6,2011,1683.0
Jornada a tiempo completo,De 45 a 54 años,6,2010,1671.12
Jornada a tiempo completo,De 45 a 54 años,6,2009,1628.41
Jornada a tiempo completo,De 45 a 54 años,6,2008,1580.63
Jornada a tiempo completo,De 45 a 54 años,6,2007,1492.82
Jornada a tiempo completo,De 45 a 54 años,6,2006,1419.46
Jornada a tiempo completo,De 45 a 54 años,7,2023,2359.91
Jornada a tiempo completo,De 45 a 54 años,7,2022,2189.65
Jornada a tiempo completo,De 45 a 54 años,7,2021,2154.97
Jornada a tiempo completo,De 45 a 54 años,7,2020,2109.48
Jornada a tiempo completo,De 45 a 54 años,7,2019,2058.71
Jornada a tiempo completo,De 45 a 54 años,7,2018,2015.87
Jornada a tiempo completo,De 45 a 54 años,7,2017,1972.36
Jornada a tiempo completo,De 45 a 54 años,7,2016,1966.06
Jornada a tiempo completo,De 45 a 54 años,7,2015,1957.44
Jornada a tiempo completo,De 45 a 54 años,7,2014,2000.87
Jornada a tiempo completo,De 45 a 54 años,7,2013,1985.2
Jornada a tiempo completo,De 45 a 54 años,7,2012,1943.15
Jornada a tiempo completo,De 45 a 54 años,7,2011,1928.16
Jornada a tiempo completo,De 45 a 54 años,7,2010,1915.22
Jornada a tiempo completo,De 45 a 54 años,7,2009,1872.65
Jornada a tiempo completo,De 45 a 54 años,7,2008,1798.65
Jornada a tiempo completo,De 45 a 54 años,7,2007,1702.84
Jornada a tiempo completo,De 45 a 54 años,7,2006,1627.85
Jornada a tiempo completo,De 45 a 54 años,8,2023,2772.92
Jornada a tiempo completo,De 45 a 54 años,8,2022,2592.76
Jornada a tiempo completo,De 45 a 54 años,8,2021,2553.73
Jornada a tiempo completo,De 45 a 54 años,8,2020,2536.32
Jornada a tiempo completo,De 45 a 54 años,8,2019,2445.91
Jornada a tiempo completo,De 45 a 54 años,8,2018,2424.42
Jornada a tiempo completo,De 45 a 54 años,8,2017,2369.48
Jornada a tiempo completo,De 45 a 54 años,8,2016,2362.87
Jornada a tiempo completo,De 45 a 54 años,8,2015,2352.27
Jornada a tiempo completo,De 45 a 54 años,8,2014,2385.19
Jornada a tiempo completo,De 45 a 54 años,8,2013,2368.92
Jornada a tiempo completo,De 45 a 54 años,8,2012,2311.47
Jornada a tiempo completo,De 45 a 54 años,8,2011,2286.95
Jornada a tiempo completo,De 45 a 54 años,8,2010,2289.81
Jornada a tiempo completo,De 45 a 54 años,8,2009,2237.99
Jornada a tiempo completo,De 45 a 54 años,8,2008,2156.17
Jornada a tiempo completo,De 45 a 54 años,8,2007,2039.48
Jornada a tiempo completo,De 45 a 54 años,8,2006,1961.2
Jornada a tiempo completo,De 45 a 54 años,9,2023,3413.76
Jornada a tiempo completo,De 45 a 54 años,9,2022,3180.32
Jornada a tiempo completo,De 45 a 54 años,9,2021,3161.86
Jornada a tiempo completo,De 45 a 54 años,9,2020,3182.08
Jornada a tiempo completo,De 45 a 54 años,9,2019,3052.77
Jornada a tiempo completo,De 45 a 54 años,9,2018,3017.66
Jornada a tiempo completo,De 45 a 54 años,9,2017,2973.98
Jornada a tiempo completo,De 45 a 54 años,9,2016,2943.37
Jornada a tiempo completo,De 45 a 54 años,9,2015,2985.42
Jornada a tiempo completo,De 45 a 54 años,9,2014,2967.77
Jornada a tiempo completo,De 45 a 54 años,9,2013,2941.67
Jornada a tiempo completo,De 45 a 54 años,9,2012,2871.88
Jornada a tiempo completo,De 45 a 54 años,9,2011,2882.05
Jornada a tiempo completo,De 45 a 54 años,9,2010,2872.4
Jornada a tiempo completo,De 45 a 54 años,9,2009,2845.25
Jornada a tiempo completo,De 45 a 54 años,9,2008,2715.97
Jornada a tiempo completo,De 45 a 54 años,9,2007,2597.51
Jornada a tiempo completo,De 45 a 54 años,9,2006,2475.83
Jornada a tiempo completo,De 45 a 54 años,10,2023,5538.3
Jornada a tiempo completo,De 45 a 54 años,10,2022,5123.62
Jornada a tiempo completo,De 45 a 54 años,10,2021,5176.92
Jornada a tiempo completo,De 45 a 54 años,10,2020,4983.02
Jornada a tiempo completo,De 45 a 54 años,10,2019,4793.59
Jornada a tiempo completo,De 45 a 54 años,10,2018,4786.02
Jornada a tiempo completo,De 45 a 54 años,10,2017,4692.51
Jornada a tiempo completo,De 45 a 54 años,10,2016,4601.14
Jornada a tiempo completo,De 45 a 54 años,10,2015,4853.35
Jornada a tiempo completo,De 45 a 54 años,10,2014,4652.75
Jornada a tiempo completo,De 45 a 54 años,10,2013,4627.96
Jornada a tiempo completo,De 45 a 54 años,10,2012,4505.47
Jornada a tiempo completo,De 45 a 54 años,10,2011,4451.22
Jornada a tiempo completo,De 45 a 54 años,10,2010,4403.64
Jornada a tiempo completo,De 45 a 54 años,10,2009,4393.64
Jornada a tiempo completo,De 45 a 54 años,10,2008,4291.82
Jornada a tiempo completo,De 45 a 54 años,10,2007,3665.45
Jornada a tiempo completo,De 45 a 54 años,10,2006,3555.24
Jornada a tiempo completo,55 y más años,Total decil,2023,2716.57
Jornada a tiempo completo,55 y más años,Total decil,2022,2575.76
Jornada a tiempo completo,55 y más años,Total decil,2021,2552.41
Jornada a tiempo completo,55 y más años,Total decil,2020,2592.49
